sport,event,year,num_athletes,num_countries,medals_awarded,medal_rate
Speed Skating,"Speed Skating Women's 5,000 metres",1998,15,9,15,1.0
Wrestling,"Wrestling Men's Flyweight, Greco-Roman",1952,17,16,17,1.0
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2010,64,26,64,1.0
Gymnastics,Gymnastics Men's Individual All-Around,2008,98,35,98,1.0
Ice Hockey,Ice Hockey Men's Ice Hockey,1956,169,10,169,1.0
Shooting,Shooting Women's Skeet,2012,17,17,17,1.0
Fencing,"Fencing Women's Sabre, Individual",2012,32,24,32,1.0
Athletics,Athletics Men's 4 x 100 metres Relay,1928,52,13,52,1.0
Equestrianism,Equestrianism Mixed Hacks And Hunter Combined,1900,18,6,18,1.0
Cycling,"Cycling Men's Road Race, Individual",2008,143,54,143,1.0
Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",1924,55,17,55,1.0
Swimming,Swimming Men's 200 metres Backstroke,1900,16,7,16,1.0
Taekwondo,Taekwondo Men's Flyweight,2008,16,16,16,1.0
Equestrianism,"Equestrianism Mixed Jumping, Individual",2004,77,27,77,1.0
Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",1988,37,21,37,1.0
Cycling,Cycling Men's Madison,2000,28,14,28,1.0
Athletics,Athletics Men's 800 metres,2012,55,44,55,1.0
Shooting,Shooting Men's Skeet,2000,49,36,49,1.0
Rowing,Rowing Men's Coxed Eights,1912,99,8,99,1.0
Fencing,"Fencing Men's Foil, Team",1996,34,11,34,1.0
Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,1968,66,21,66,1.0
Rowing,Rowing Men's Coxless Pairs,1964,28,14,28,1.0
Wrestling,"Wrestling Women's Middleweight, Freestyle",2016,19,19,19,1.0
Athletics,Athletics Women's Discus Throw,2012,35,23,35,1.0
Weightlifting,Weightlifting Men's Lightweight,2008,30,26,30,1.0
Modern Pentathlon,Modern Pentathlon Men's Individual,2000,24,19,24,1.0
Judo,Judo Men's Open Class,1984,15,15,15,1.0
Boxing,Boxing Men's Heavyweight,1984,19,19,19,1.0
Wrestling,"Wrestling Women's Flyweight, Freestyle",2016,18,18,18,1.0
Sailing,Sailing Men's One Person Dinghy,2016,46,46,46,1.0
Wrestling,"Wrestling Men's Lightweight, Greco-Roman",1924,28,18,28,1.0
Wrestling,"Wrestling Men's Bantamweight, Freestyle",1964,20,20,20,1.0
Athletics,Athletics Women's 4 x 100 metres Relay,1936,32,8,32,1.0
Swimming,Swimming Men's 100 metres Freestyle,1932,22,10,22,1.0
Judo,Judo Men's Heavyweight,1984,16,16,16,1.0
Fencing,"Fencing Men's Sabre, Individual",1948,60,24,60,1.0
Wrestling,"Wrestling Men's Heavyweight, Freestyle",1992,18,18,18,1.0
Curling,Curling Men's Curling,2002,49,10,49,1.0
Athletics,Athletics Men's High Jump,1924,27,17,27,1.0
Diving,Diving Men's Platform,1906,24,7,24,1.0
Tennis,Tennis Mixed Doubles,1920,32,7,32,1.0
Athletics,Athletics Women's 100 metres,2016,80,56,80,1.0
Athletics,Athletics Men's Javelin Throw,1956,21,12,21,1.0
Canoeing,"Canoeing Men's Kayak Singles, 500 metres",1992,28,28,28,1.0
Basketball,Basketball Men's Basketball,1956,169,15,169,1.0
Swimming,Swimming Women's 4 x 100 metres Medley Relay,1968,70,15,70,1.0
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,1994,56,14,56,1.0
Athletics,Athletics Men's Triple Jump,1980,23,19,23,1.0
Sailing,Sailing Women's Windsurfer,2000,29,28,29,1.0
Equestrianism,"Equestrianism Men's Dressage, Individual",1948,19,9,19,1.0
Speed Skating,Speed Skating Men's 500 metres,1994,40,16,40,1.0
Equestrianism,"Equestrianism Men's Jumping, Individual",1928,46,16,46,1.0
Athletics,Athletics Men's 200 metres,2004,54,41,54,1.0
Wrestling,"Wrestling Men's Middleweight, Greco-Roman",1906,14,8,14,1.0
Athletics,Athletics Men's 20 kilometres Walk,1968,34,19,34,1.0
Swimming,Swimming Women's 100 metres Backstroke,1964,31,17,31,1.0
Gymnastics,Gymnastics Men's Team All-Around,1988,72,11,72,1.0
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,1976,36,9,36,1.0
Athletics,Athletics Women's 100 metres,1968,42,22,42,1.0
Wrestling,"Wrestling Men's Featherweight, Greco-Roman",1920,21,12,21,1.0
Shooting,Shooting Men's Double Trap,2004,25,19,25,1.0
Wrestling,"Wrestling Men's Lightweight, Freestyle",1976,24,23,24,1.0
Athletics,Athletics Women's Shot Put,1964,16,11,16,1.0
Wrestling,"Wrestling Men's Featherweight, Freestyle",2000,20,20,20,1.0
Tennis,"Tennis Women's Singles, Covered Courts",1912,8,3,8,1.0
Sailing,Sailing Mixed 5.5 metres,1960,57,19,57,1.0
Swimming,Swimming Men's 50 metres Freestyle,2012,58,51,58,1.0
Speed Skating,Speed Skating Men's 500 metres,2010,39,12,39,1.0
Ice Hockey,Ice Hockey Men's Ice Hockey,1980,239,12,239,1.0
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014,107,60,107,1.0
Athletics,Athletics Men's Hammer Throw,1996,37,22,37,1.0
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,1992,64,16,64,1.0
Shooting,"Shooting Men's Free Pistol, 50 metres",1984,56,37,56,1.0
Speed Skating,Speed Skating Men's 500 metres,1928,33,14,33,1.0
Wrestling,"Wrestling Men's Middleweight, Greco-Roman",2000,20,20,20,1.0
Fencing,"Fencing Men's Sabre, Individual",1932,25,12,25,1.0
Athletics,Athletics Women's Long Jump,1972,33,18,33,1.0
Triathlon,Triathlon Women's Olympic Distance,2000,48,24,48,1.0
Cycling,"Cycling Men's Road Race, Individual",1968,144,44,144,1.0
Gymnastics,Gymnastics Men's Parallel Bars,1960,129,28,129,1.0
Equestrianism,"Equestrianism Mixed Dressage, Team",1964,18,6,18,1.0
Boxing,Boxing Men's Lightweight,1976,23,23,23,1.0
Alpine Skiing,Alpine Skiing Men's Slalom,1960,63,21,63,1.0
Boxing,Boxing Men's Lightweight,2012,28,28,28,1.0
Athletics,Athletics Men's Javelin Throw,1928,28,18,28,1.0
Canoeing,"Canoeing Women's Kayak Singles, 500 metres",1952,13,12,13,1.0
Skeleton,Skeleton Women's Skeleton,2014,19,11,19,1.0
Gymnastics,Gymnastics Men's Team All-Around,2004,72,12,72,1.0
Rowing,Rowing Women's Quadruple Sculls,2000,36,9,36,1.0
Swimming,Swimming Women's 800 metres Freestyle,2008,35,28,35,1.0
Wrestling,"Wrestling Men's Heavyweight, Freestyle",1956,11,11,11,1.0
Athletics,Athletics Women's 4 x 100 metres Relay,1960,40,10,40,1.0
Athletics,Athletics Men's 800 metres,1904,13,3,13,1.0
Athletics,Athletics Women's High Jump,2012,34,27,34,1.0
Sailing,Sailing Men's One Person Dinghy,1996,31,31,31,1.0
Athletics,"Athletics Men's Cross-Country, Team",1924,34,7,34,1.0
Swimming,Swimming Men's 4 x 100 metres Medley Relay,1960,80,18,80,1.0
Fencing,"Fencing Men's epee, Individual",1968,72,27,72,1.0
Swimming,Swimming Women's 200 metres Butterfly,1980,21,14,21,1.0
Hockey,Hockey Men's Hockey,1964,226,15,226,1.0
Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",1980,12,12,12,1.0
Gymnastics,Gymnastics Men's Parallel Bars,1996,106,31,106,1.0
Handball,Handball Women's Handball,2016,176,12,176,1.0
Swimming,Swimming Men's 100 metres Butterfly,1976,44,28,44,1.0
Luge,Luge Men's Singles,1972,45,12,45,1.0
Alpine Skiing,Alpine Skiing Men's Giant Slalom,1964,96,28,96,1.0
Wrestling,"Wrestling Men's Middleweight, Freestyle",2004,21,21,21,1.0
Athletics,Athletics Men's Triple Jump,1964,34,21,34,1.0
Athletics,Athletics Men's Marathon,1968,75,40,75,1.0
Equestrianism,"Equestrianism Men's Jumping, Team",1928,45,15,45,1.0
Tennis,Tennis Women's Singles,2000,64,33,64,1.0
Sailing,Sailing Mixed Three Person Keelboat,1984,66,22,66,1.0
Rowing,Rowing Women's Coxed Eights,2008,65,7,65,1.0
Shooting,Shooting Mixed Skeet,1976,68,38,68,1.0
Athletics,Athletics Men's 400 metres Hurdles,1988,37,28,37,1.0
Athletics,Athletics Women's Shot Put,1956,18,9,18,1.0
Fencing,"Fencing Women's Foil, Team",1968,50,10,50,1.0
Weightlifting,Weightlifting Men's Super-Heavyweight,1972,13,10,13,1.0
Swimming,Swimming Men's 400 metres Freestyle,1972,43,27,43,1.0
Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",1932,10,5,10,1.0
Snowboarding,Snowboarding Women's Giant Slalom,1998,31,14,31,1.0
Diving,Diving Women's Platform,1952,15,8,15,1.0
Weightlifting,Weightlifting Women's Lightweight,2016,16,15,16,1.0
Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",2012,24,12,24,1.0
Athletics,Athletics Men's Pole Vault,2000,36,22,36,1.0
Weightlifting,Weightlifting Men's Middle-Heavyweight,2012,21,18,21,1.0
Luge,Luge Mixed (Men)'s Doubles,1964,30,8,30,1.0
Rowing,Rowing Women's Coxless Pairs,1984,12,6,12,1.0
Rowing,Rowing Men's Coxed Pairs,1984,36,12,36,1.0
Gymnastics,Gymnastics Women's Floor Exercise,1956,64,15,64,1.0
Gymnastics,Gymnastics Men's Horse Vault,1964,130,30,130,1.0
Gymnastics,Gymnastics Women's Uneven Bars,1964,83,24,83,1.0
Fencing,"Fencing Men's Foil, Team",1928,88,16,88,1.0
Speed Skating,"Speed Skating Men's 10,000 metres",1964,33,19,33,1.0
Athletics,Athletics Women's Javelin Throw,2012,41,28,41,1.0
Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",2016,20,20,20,1.0
Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",1948,30,15,30,1.0
Athletics,"Athletics Women's 3,000 metres Steeplechase",2016,53,33,53,1.0
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014,68,30,68,1.0
Athletics,Athletics Men's 400 metres,1904,12,3,12,1.0
Sailing,Sailing Men's Two Person Dinghy,1988,58,28,58,1.0
Judo,Judo Men's Half-Lightweight,2004,31,31,31,1.0
Cycling,"Cycling Men's 1,000 metres Time Trial",1936,19,19,19,1.0
Equestrianism,"Equestrianism Mixed Jumping, Individual",2000,74,28,74,1.0
Gymnastics,Gymnastics Men's Team All-Around,1924,72,9,72,1.0
Swimming,Swimming Women's 100 metres Backstroke,2012,45,37,45,1.0
Swimming,Swimming Women's 800 metres Freestyle,2004,29,24,29,1.0
Weightlifting,Weightlifting Men's Super-Heavyweight,1988,17,13,17,1.0
Athletics,Athletics Women's Long Jump,2012,30,22,30,1.0
Athletics,Athletics Women's Javelin Throw,1976,15,9,15,1.0
Ice Hockey,Ice Hockey Men's Ice Hockey,1920,60,7,60,1.0
Tug-Of-War,Tug-Of-War Men's Tug-Of-War,1906,32,4,32,1.0
Rugby,Rugby Men's Rugby,1920,31,2,31,1.0
Speed Skating,"Speed Skating Men's 5,000 metres",2014,26,14,26,1.0
Shooting,"Shooting Women's Air Pistol, 10 metres",2004,41,29,41,1.0
Athletics,Athletics Women's 200 metres,1964,36,24,36,1.0
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2000,61,13,61,1.0
Hockey,Hockey Women's Hockey,2004,160,10,160,1.0
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,1996,94,21,94,1.0
Cycling,Cycling Men's 100 kilometres Team Time Trial,1972,140,35,140,1.0
Hockey,Hockey Women's Hockey,2000,159,10,159,1.0
Weightlifting,Weightlifting Men's Lightweight,2016,21,18,21,1.0
Athletics,Athletics Men's Marathon,1920,48,17,48,1.0
Swimming,Swimming Men's 200 metres Individual Medley,2004,49,41,49,1.0
Gymnastics,Gymnastics Men's Horse Vault,1928,85,11,85,1.0
Boxing,Boxing Men's Featherweight,1952,30,29,30,1.0
Swimming,Swimming Women's 100 metres Freestyle,1972,46,22,46,1.0
Tennis,Tennis Women's Singles,1924,31,14,31,1.0
Bobsleigh,Bobsleigh Men's Four,2010,101,17,101,1.0
Swimming,Swimming Women's 200 metres Individual Medley,2008,38,28,38,1.0
Nordic Combined,Nordic Combined Men's Individual,1984,28,10,28,1.0
Equestrianism,"Equestrianism Mixed Jumping, Team",1976,52,14,52,1.0
Archery,"Archery Men's Au Cordon Dore, 50 metres",1900,8,2,8,1.0
Equestrianism,"Equestrianism Mixed Dressage, Individual",1956,36,17,36,1.0
Swimming,Swimming Women's 50 metres Freestyle,2008,90,81,90,1.0
Wrestling,"Wrestling Men's Bantamweight, Freestyle",1968,21,21,21,1.0
Fencing,"Fencing Men's Sabre, Individual",1996,43,20,43,1.0
Freestyle Skiing,Freestyle Skiing Men's Aerials,2002,25,11,25,1.0
Cycling,Cycling Women's Individual Time Trial,2008,25,17,25,1.0
Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",1992,60,30,60,1.0
Canoeing,"Canoeing Men's Canadian Singles, 500 metres",1996,17,17,17,1.0
Water Polo,Water Polo Men's Water Polo,1908,28,4,28,1.0
Sailing,Sailing Mixed One Person Dinghy,1948,21,21,21,1.0
Judo,Judo Women's Middleweight,1992,21,21,21,1.0
Athletics,Athletics Men's Triple Jump,1904,7,2,7,1.0
Weightlifting,Weightlifting Men's Bantamweight,2016,19,17,19,1.0
Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",1920,40,8,40,1.0
Shooting,"Shooting Men's Military Rifle, Prone, 300 metres",1920,22,7,22,1.0
Alpine Skiing,Alpine Skiing Men's Downhill,1964,84,27,84,1.0
Speed Skating,Speed Skating Men's 500 metres,1952,41,14,41,1.0
Swimming,Swimming Men's 10 kilometres Open Water,2016,25,23,25,1.0
Wrestling,"Wrestling Women's Middleweight, Freestyle",2012,20,20,20,1.0
Cycling,Cycling Men's Sprint,1960,30,18,30,1.0
Modern Pentathlon,Modern Pentathlon Men's Individual,2004,32,21,32,1.0
Boxing,Boxing Men's Middleweight,2000,27,27,27,1.0
Swimming,Swimming Men's 100 metres Breaststroke,2000,66,59,66,1.0
Equestrianism,"Equestrianism Mixed Three-Day Event, Team",1996,63,16,63,1.0
Judo,Judo Men's Half-Middleweight,1988,41,40,41,1.0
Speed Skating,"Speed Skating Men's 10,000 metres",1998,16,9,16,1.0
Athletics,Athletics Women's 100 metres,1932,20,10,20,1.0
Fencing,"Fencing Men's epee, Individual",1972,72,27,72,1.0
Weightlifting,Weightlifting Men's Middle-Heavyweight,2016,18,15,18,1.0
Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",2016,19,19,19,1.0
Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",1920,22,6,22,1.0
Athletics,"Athletics Men's 1,500 metres",1976,42,28,42,1.0
Art Competitions,"Art Competitions Mixed Painting, Unknown Event",1948,80,17,126,1.575
Snowboarding,Snowboarding Men's Halfpipe,2010,39,17,39,1.0
Swimming,"Swimming Men's 1,500 metres Freestyle",1928,19,13,19,1.0
Boxing,Boxing Men's Lightweight,1988,39,39,39,1.0
Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",2004,19,19,19,1.0
Rowing,Rowing Men's Coxless Pairs,1980,30,15,30,1.0
Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",2006,26,17,26,1.0
Athletics,Athletics Men's 5 mile,1906,28,12,28,1.0
Equestrianism,"Equestrianism Men's Three-Day Event, Team",1948,42,14,42,1.0
Shooting,"Shooting Men's Free Pistol, 50 metres",1948,50,22,50,1.0
Fencing,"Fencing Men's Sabre, Individual",2000,39,20,39,1.0
Swimming,"Swimming Men's 1,500 metres Freestyle",2008,35,27,35,1.0
Taekwondo,Taekwondo Men's Flyweight,2016,15,15,15,1.0
Freestyle Skiing,Freestyle Skiing Men's Moguls,2014,29,11,29,1.0
Boxing,Boxing Men's Welterweight,1932,16,16,16,1.0
Rowing,Rowing Men's Coxless Fours,1928,24,6,24,1.0
Archery,Archery Women's Double Columbia Round,1904,6,1,6,1.0
Jeu De Paume,Jeu De Paume Men's Singles,1908,11,2,11,1.0
Ice Hockey,Ice Hockey Men's Ice Hockey,1988,265,12,265,1.0
Gymnastics,Gymnastics Men's Horse Vault,1932,10,4,10,1.0
Alpine Skiing,Alpine Skiing Women's Slalom,1968,49,18,49,1.0
Alpine Skiing,Alpine Skiing Men's Slalom,1964,96,28,96,1.0
Gymnastics,Gymnastics Men's Rings,1964,128,29,128,1.0
Shooting,Shooting Mixed Skeet,1972,63,35,63,1.0
Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",1964,73,43,73,1.0
Athletics,Athletics Men's Hammer Throw,1968,22,11,22,1.0
Canoeing,"Canoeing Women's Kayak Singles, 500 metres",1988,15,14,15,1.0
Football,Football Women's Football,2012,200,12,200,1.0
Wrestling,"Wrestling Men's Welterweight, Greco-Roman",1960,27,27,27,1.0
Athletics,Athletics Men's Decathlon,1996,40,24,40,1.0
Volleyball,Volleyball Men's Volleyball,1996,141,12,141,1.0
Gymnastics,Gymnastics Men's Parallel Bars,2000,81,30,81,1.0
Fencing,"Fencing Women's Foil, Individual",2008,41,24,41,1.0
Luge,Luge Mixed Team Relay,2014,48,12,48,1.0
Weightlifting,Weightlifting Men's Featherweight,1972,13,11,13,1.0
Swimming,Swimming Women's 200 metres Breaststroke,1928,21,12,21,1.0
Speed Skating,"Speed Skating Women's 5,000 metres",2014,16,9,16,1.0
Speed Skating,"Speed Skating Men's 1,500 metres",1948,45,14,45,1.0
Shooting,"Shooting Men's Small-Bore Rifle, 50 and 100 yards, Team",1908,12,3,12,1.0
Boxing,Boxing Men's Lightweight,2000,28,28,28,1.0
Fencing,"Fencing Men's Sabre, Team",1960,79,16,79,1.0
Boxing,Boxing Men's Welterweight,1964,30,30,30,1.0
Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",1952,44,24,44,1.0
Athletics,Athletics Women's 100 metres,1960,31,18,31,1.0
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,1984,91,30,91,1.0
Judo,Judo Men's Half-Middleweight,1984,38,37,38,1.0
Athletics,Athletics Men's 110 metres Hurdles,1928,41,24,41,1.0
Biathlon,Biathlon Men's 10 kilometres Sprint,2014,87,31,87,1.0
Boxing,Boxing Men's Flyweight,1928,19,19,19,1.0
Swimming,Swimming Men's 4 x 100 metres Medley Relay,1996,112,25,112,1.0
Shooting,Shooting Women's Trap,2000,17,15,17,1.0
Fencing,"Fencing Men's Foil, Individual",1912,94,15,94,1.0
Ice Hockey,Ice Hockey Men's Ice Hockey,1984,239,12,239,1.0
Judo,Judo Men's Half-Middleweight,2004,32,32,32,1.0
Cycling,"Cycling Men's Mountainbike, Cross-Country",2016,49,31,49,1.0
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2008,75,16,75,1.0
Athletics,Athletics Men's Marathon,2016,155,79,155,1.0
Water Polo,Water Polo Women's Water Polo,2004,101,8,101,1.0
Tennis,Tennis Men's Doubles,1992,60,30,60,1.0
Athletics,Athletics Women's 80 metres Hurdles,1952,34,21,34,1.0
Athletics,"Athletics Men's 10,000 metres",1964,38,23,38,1.0
Boxing,Boxing Men's Light-Heavyweight,1980,15,15,15,1.0
Athletics,Athletics Women's Shot Put,1948,19,12,19,1.0
Figure Skating,Figure Skating Mixed Pairs,1932,14,4,14,1.0
Speed Skating,"Speed Skating Men's 1,500 metres",2006,41,14,41,1.0
Handball,Handball Men's Handball,1936,105,6,105,1.0
Shooting,Shooting Women's Trap,2016,21,18,21,1.0
Swimming,Swimming Men's 100 metres Freestyle,1928,30,17,30,1.0
Weightlifting,Weightlifting Women's Super-Heavyweight,2004,12,11,12,1.0
Rowing,Rowing Men's Coxed Fours,1984,40,8,40,1.0
Judo,Judo Women's Half-Lightweight,2016,21,21,21,1.0
Speed Skating,Speed Skating Women's 500 metres,1960,23,10,23,1.0
Boxing,Boxing Men's Flyweight,2004,27,27,27,1.0
Rowing,Rowing Women's Coxless Pairs,2008,20,10,20,1.0
Athletics,Athletics Men's Marathon,1936,56,27,56,1.0
Volleyball,Volleyball Men's Volleyball,2000,141,12,141,1.0
Cycling,"Cycling Women's Road Race, Individual",1992,57,26,57,1.0
Cycling,"Cycling Men's Team Pursuit, 4,000 metres",1964,71,18,71,1.0
Athletics,"Athletics Men's 3,000 metres Steeplechase",2004,39,25,39,1.0
Sailing,Sailing Mixed Two Person Keelboat,1980,28,13,28,1.0
Athletics,Athletics Men's Discus Throw,1968,27,18,27,1.0
Alpine Skiing,Alpine Skiing Women's Downhill,2010,44,22,44,1.0
Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,2004,24,19,24,1.0
Swimming,"Swimming Men's 1,500 metres Freestyle",1912,19,11,19,1.0
Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",2002,36,8,36,1.0
Cycling,"Cycling Men's Team Pursuit, 4,000 metres",1976,64,15,64,1.0
Gymnastics,"Gymnastics Men's Individual All-Around, 4 Events",1904,5,1,5,1.0
Rowing,Rowing Men's Single Sculls,2012,33,32,33,1.0
Boxing,Boxing Men's Lightweight,1992,29,29,29,1.0
Basketball,Basketball Men's Basketball,1968,191,16,191,1.0
Canoeing,"Canoeing Men's Kayak Singles, Slalom",2016,21,21,21,1.0
Modern Pentathlon,Modern Pentathlon Women's Individual,2012,36,22,36,1.0
Sailing,Sailing Mixed Two Person Keelboat,1952,42,21,42,1.0
Swimming,Swimming Women's 400 metres Freestyle,1956,26,13,26,1.0
Art Competitions,"Art Competitions Mixed Literature, Unknown Event",1936,35,10,35,1.0
Weightlifting,Weightlifting Men's Featherweight,1968,28,22,28,1.0
Alpine Skiing,Alpine Skiing Women's Downhill,1972,41,13,41,1.0
Short Track Speed Skating,"Short Track Speed Skating Women's 1,500 metres",2010,36,17,36,1.0
Wrestling,"Wrestling Men's Heavyweight, Freestyle",1996,19,19,19,1.0
Canoeing,"Canoeing Women's Kayak Singles, 200 metres",2016,28,28,28,1.0
Shooting,"Shooting Men's Free Pistol, 50 yards, Team",1908,28,7,28,1.0
Athletics,"Athletics Men's 1,500 metres",1980,40,29,40,1.0
Wrestling,"Wrestling Men's Flyweight, Greco-Roman",1984,12,12,12,1.0
Athletics,Athletics Men's 20 kilometres Walk,1976,38,20,38,1.0
Athletics,Athletics Men's High Jump,1904,6,3,6,1.0
Athletics,Athletics Women's Pentathlon,1972,30,19,30,1.0
Swimming,Swimming Men's 100 metres Butterfly,2008,65,51,65,1.0
Speed Skating,"Speed Skating Women's 1,000 metres",1984,38,16,38,1.0
Triathlon,Triathlon Men's Olympic Distance,2012,55,32,55,1.0
Swimming,Swimming Men's 100 metres Freestyle,1996,60,53,60,1.0
Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,1972,59,17,59,1.0
Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",1968,28,13,28,1.0
Cycling,"Cycling Men's 1,000 metres Time Trial",1980,18,18,18,1.0
Volleyball,Volleyball Women's Volleyball,1996,134,12,134,1.0
Speed Skating,"Speed Skating Men's 1,000 metres",2014,40,19,40,1.0
Gymnastics,Gymnastics Men's Individual All-Around,1904,117,5,117,1.0
Gymnastics,Gymnastics Women's Individual All-Around,2016,61,43,61,1.0
